district,household_size,monthly_income_npr,land_owned_hectares,crop_diversity_score,livestock_count,distance_to_market_km,remittance_income,education_years_head,meals_per_day,diet_diversity_score,disaster_exposure_count,water_access,food_security_status
Okhaldhunga,6,48305.84736,0.328810816,10,4,41,25348.03515,5,3,10,0,1,0
Lalitpur,10,9627.562293,1.119714392,2,0,5,17046.88185,5,3,4,3,1,2
Bajura,10,30332.05278,0.715119743,7,1,0,7958.950502,0,2,9,4,0,2
Solukhumbu,11,40693.06136,0.885083509,5,4,29,35348.79029,0,1,11,1,1,1
Udayapur,6,43844.5417,0.943537995,7,2,10,11260.21533,2,1,10,3,1,1
Jajarkot,9,30962.41539,0.057952828,5,5,40,6959.310148,5,1,4,5,1,2
Nawalparasi East (Nawalpur),11,24763.37774,0.034349189,6,3,30,13214.72221,1,2,5,4,1,2
Manang,8,36084.20696,0.968627666,8,6,15,3964.711625,14,2,6,5,1,1
Nawalparasi East (Nawalpur),8,17609.84474,0.180163821,1,3,14,4779.918695,11,2,7,0,1,2
Jumla,1,52595.74826,0.523320971,1,3,4,37757.94745,9,3,5,3,0,0
Siraha,5,64898.89558,0.351880245,5,3,14,23692.86053,12,3,7,3,1,0
Kailali,7,41315.1035,0.013371417,1,2,0,10807.79814,2,2,12,5,1,1
Syangja,6,31280.98314,0.024669009,3,3,14,8082.394931,4,3,2,4,1,1
Dhanusa,5,50054.416,1.053112734,10,1,35,24720.33766,12,3,7,1,1,0
Manang,8,47350.86759,0.561402738,9,5,47,12681.76517,13,3,5,2,1,0
Siraha,3,30591.34806,0.445204688,7,2,38,8043.016464,14,2,10,1,1,0
Jajarkot,6,34234.50289,1.733226384,6,0,7,10867.98241,13,2,5,5,0,0
Kailali,5,25247.45057,0.114053809,8,9,21,3973.342007,2,2,11,0,0,1
Kailali,8,37634.9572,0.179020042,8,3,26,3384.134119,0,2,6,3,1,2
Sunsari,4,39782.54624,0.848172396,6,5,33,67772.20328,6,3,12,5,1,0
Banke,8,22517.87753,0.895620529,4,1,29,52395.65499,6,2,9,5,1,1
Makwanpur,10,17805.17853,0.311412666,4,4,11,8192.313648,16,3,4,4,0,2
Manang,2,13783.75341,1.809296981,4,4,1,10862.18662,14,2,5,3,1,0
Tanahun,9,41664.5546,1.670841264,6,3,45,26333.79747,12,3,5,2,1,0
Kanchanpur,9,34816.27889,0.007492415,1,4,37,19410.4133,14,2,3,1,1,2
Terhathum,10,33662.81365,0.113482932,2,2,21,1572.896841,2,3,3,1,1,2
Dang,10,42432.41476,1.029610975,6,3,16,7040.722645,16,3,12,0,1,0
Dhading,6,20584.60839,0.24497648,1,5,34,4318.256256,15,3,1,4,0,2
Rukum West,4,17875.95624,0.060199028,9,2,41,73655.45372,0,2,4,2,1,0
Tanahun,4,38857.3107,0.922268047,6,3,44,20716.71233,13,2,9,5,1,0
Dolpa,6,7341.136647,0.36372334,7,2,22,734.1546833,2,2,2,2,1,2
Dhanusa,5,30856.24751,0.406849676,1,4,28,34544.47247,3,3,10,4,0,1
Lalitpur,6,74463.14196,0.123749286,8,1,28,39457.66903,8,1,4,0,1,1
Rukum West,7,13423.40059,0.648867386,5,1,49,6080.528658,0,3,9,5,0,2
Sunsari,7,28124.12224,0.480761996,5,3,18,15407.40265,13,2,9,2,0,1
Ramechhap,9,3000,0.138911823,6,2,16,17187.39782,12,2,8,0,0,2
Sarlahi,8,31260.35107,0.249610713,7,3,7,19614.8887,14,3,2,4,1,1
Rukum West,6,66464.58285,0.545111536,7,5,49,17738.4188,15,2,11,4,0,0
Sarlahi,6,42470.67899,1.553139212,5,2,6,12305.09801,5,2,3,4,1,0
Bardiya,5,25179.53105,1.518266474,1,1,10,46135.89567,15,3,6,2,1,0
Rasuwa,1,69902.57032,0.203727132,9,4,2,10773.1037,10,3,2,4,0,0
Makwanpur,9,7122.358248,0.798222909,6,3,1,1763.406633,6,2,3,2,1,2
Dang,9,42263.09056,0.89637874,9,6,18,1257.662964,8,2,1,0,1,2
Kavrepalanchok,9,36038.60459,0.992733661,4,3,27,278.2135024,0,3,4,3,1,1
Chitwan,11,31047.60511,0.507446639,2,4,27,8377.235363,9,3,11,0,1,1
Kalikot,8,47913.46358,0.006338158,3,1,24,4787.307609,7,2,6,2,0,2
Doti,10,16088.32947,0.860475231,4,6,10,33838.2302,10,3,1,1,0,2
Ilam,3,40001.96214,0.067630809,10,4,39,30277.77732,4,3,12,1,1,0
Bajura,1,37970.53316,0.07457066,8,4,42,27287.80811,5,3,1,5,1,1
Salyan,11,21063.79739,0.558271527,3,4,1,30292.49173,11,2,8,3,0,2
Rukum East,8,66199.92929,2.463383622,8,4,11,5298.904837,10,3,7,4,1,0
Sindhuli,7,32090.60379,0.166670312,6,1,40,8329.960268,6,1,7,0,1,2
Chitwan,5,32781.59404,0.622754563,4,2,37,5603.786786,6,2,7,0,1,0
Udayapur,10,18557.1652,0.217144864,7,5,11,1350.200865,11,2,5,2,1,2
Pyuthan,7,32386.55278,1.373956012,5,2,49,38664.46874,11,2,4,5,1,0
Kathmandu,10,72356.07371,0.540127744,5,5,24,14353.81093,0,2,7,3,1,2
Rukum West,4,30956.61024,0.139520499,9,2,36,2133.002586,3,3,11,4,1,1
Sindhupalchok,9,43299.23109,0.182393427,3,0,30,3461.191098,10,3,3,3,1,2
Dolakha,11,50208.76371,0.339888345,10,3,16,8988.095273,8,2,9,1,1,1
Lalitpur,10,32097.56302,0.078094981,4,4,47,799.3357627,12,1,2,5,1,2
Mugu,2,28446.55516,0.049203469,5,1,11,4761.64412,4,3,1,3,1,1
Okhaldhunga,9,42556.2221,0.683775698,1,1,29,18232.90889,10,3,8,4,1,1
Dailekh,9,31139.8661,0.313703562,7,4,1,37962.33933,2,3,6,5,0,1
Terhathum,5,29690.47884,0.777270942,8,3,15,39619.49493,4,3,4,4,1,0
Morang,11,50038.23831,0.069959527,6,3,0,11010.44651,12,3,10,0,1,1
Makwanpur,1,33889.23061,0.56475831,9,3,33,5612.881914,13,2,9,0,1,0
Manang,7,54411.83741,0.351444592,3,2,44,38026.39564,12,2,5,4,0,1
Arghakhanchi,10,33529.17299,0.035849146,2,2,47,23171.25788,1,2,11,0,1,2
Bardiya,10,13924.87107,0.472213645,5,3,0,13268.68058,1,3,1,0,0,2
Nuwakot,4,3000,0.051860633,9,2,35,26986.55672,5,3,1,0,1,2
Mahottari,9,5589.62485,1.055179653,1,4,2,9210.337473,9,3,7,4,0,2
Lamjung,6,8344.63254,0.599734059,1,2,33,1785.044528,7,3,1,0,1,2
Pyuthan,3,39264.60689,0.488467335,10,3,11,41767.0339,4,2,6,1,1,0
Terhathum,6,19458.67691,0.08595444,3,1,44,11453.77248,1,3,7,5,1,1
Parbat,10,3413.897983,0.203349106,10,4,26,17825.9488,5,2,11,4,1,2
Bhojpur,6,32905.50898,0.407399716,3,2,49,7470.918862,7,3,10,3,1,0
Baitadi,5,17690.75093,0.601899748,5,4,36,2188.250864,1,2,5,5,1,2
Palpa,2,42409.58621,0.121439173,4,3,24,4759.378116,3,2,3,2,1,2
Humla,10,42012.29836,0.00534349,6,4,11,669.8248029,14,3,3,5,1,2
Bhaktapur,10,43705.38051,0.25365239,8,5,32,1374.816484,8,3,12,2,0,1
Kathmandu,2,3000,0.395678279,8,5,8,3439.67136,5,3,2,1,1,2
Jhapa,7,35726.54602,0.122323393,4,3,0,12349.21832,8,2,11,4,1,1
Dolpa,2,33057.5616,0.40655981,1,2,49,74182.69622,12,3,12,3,0,0
Sarlahi,6,15453.69152,0.247934351,7,2,22,27841.90775,4,3,12,4,1,0
Panchthar,5,3000,0.364280414,6,1,27,1346.68893,13,3,1,3,1,2
Dhading,4,33261.04126,0.256127635,5,3,2,27710.06628,13,3,11,3,0,0
Manang,7,52025.85686,0.594071926,4,3,37,11528.12812,6,3,8,4,1,1
Palpa,8,3000,0.026306566,6,1,35,16196.42233,5,2,9,5,1,2
Dadeldhura,4,21679.66603,0.112452531,8,0,43,2084.892245,11,2,2,0,0,2
Saptari,1,37104.56181,0.340174012,6,2,43,7548.821009,13,3,4,2,0,0
Rolpa,1,52998.71991,0.264310438,3,1,4,32328.22357,15,3,3,0,1,0
Sunsari,1,30002.05577,0.298185147,9,5,28,8310.319756,9,2,4,2,0,1
Arghakhanchi,11,65896.04717,0.977052252,3,4,12,2039.245761,10,2,4,0,0,1
Darchula,1,6275.095372,1.304682212,4,3,43,5589.349228,3,3,8,4,1,1
Banke,5,3000,0.171545214,5,6,3,3756.174289,1,2,11,4,1,2
Rolpa,4,51283.4408,1.086165728,2,5,5,17418.34796,8,2,3,3,1,1
Kaski,9,3000,0.368368594,10,3,37,36291.46376,9,3,3,1,0,2
Dhanusa,3,42384.51738,0.191974928,10,6,5,19835.15033,7,2,12,4,1,0
Surkhet,7,30287.48098,2.538348974,2,4,10,27831.99356,3,2,6,2,1,0
Bhaktapur,11,20583.99036,1.045102395,6,1,26,24584.36518,12,2,11,3,1,1
Gorkha,8,28173.32466,3.095479694,2,5,45,220.6799357,5,3,3,2,1,2
Jajarkot,6,14374.8497,0.110491304,10,8,34,1992.178231,5,2,5,0,1,2
Dang,10,29906.65511,0.093180677,1,2,39,8258.553354,1,3,4,1,1,2
Ilam,1,35278.70935,0.419955607,8,2,3,1783.267721,8,3,11,4,1,0
Rupandehi,8,28340.44838,0.610734596,10,4,26,19916.68971,5,2,4,0,1,1
Kavrepalanchok,10,25641.01949,0.112564569,10,4,15,1091.583786,4,2,2,3,0,2
Ramechhap,3,39066.19192,1.181516279,1,1,17,8074.028324,1,3,9,2,0,0
Sunsari,8,61553.14873,0.45558947,10,0,6,7470.842783,13,1,5,5,1,2
Gorkha,4,30740.74557,0.317538207,6,3,10,11760.71313,9,3,5,1,1,0
Sindhupalchok,8,48119.84808,0.552862884,1,2,7,14888.56634,14,2,7,4,1,0
Jhapa,11,19541.16803,0.604638672,8,6,5,44049.60753,16,3,12,2,1,1
Dhanusa,1,13654.69919,0.026235274,5,2,47,4745.026135,6,3,3,4,1,2
Dadeldhura,3,42253.0462,5.483742995,3,2,4,16448.51769,10,3,12,4,1,0
Rupandehi,6,31263.4473,0.271458163,5,3,5,535.7256975,12,2,6,2,1,0
Rasuwa,9,53071.95747,0.038110719,1,4,37,15.11263131,16,3,1,4,1,2
Bajhang,2,56206.77625,1.147637404,1,4,1,385.279072,4,2,5,3,1,0
Ramechhap,11,48425.35748,2.978710293,4,1,30,8937.904889,11,3,5,1,1,0
Morang,1,48077.73329,1.016861905,9,2,38,12145.65827,3,3,9,0,1,0
Kaski,10,3000,1.1458496,9,8,31,93.46528655,0,2,12,1,1,2
Baglung,3,42112.35999,0.589995603,1,3,8,7572.940074,9,3,5,0,1,0
Dhanusa,4,48806.07727,1.533137561,3,3,14,625.7216371,1,2,8,3,1,0
Kapilvastu,11,14651.47837,0.021835686,4,3,20,15888.73628,12,2,3,1,0,2
Kathmandu,5,35140.36019,0.873319434,2,2,45,14963.81467,12,3,12,3,1,0
Parbat,3,18316.34857,0.666490291,7,2,27,22999.93547,11,2,11,2,0,1
Rupandehi,10,51440.16952,0.03051391,3,2,44,11853.4927,0,3,6,0,0,2
Mahottari,11,19704.03096,0.471122718,1,1,26,14630.65528,9,2,2,2,1,2
Achham,2,22314.20629,0.434238492,1,5,4,4915.467822,4,3,9,2,1,1
Sunsari,2,27575.19734,0.705686629,3,6,16,1339.909693,9,3,6,1,1,0
Sunsari,7,70990.56355,0.048421173,6,3,36,20051.49058,6,2,5,4,0,2
Makwanpur,9,51074.75632,0.981711847,4,6,23,14195.96652,14,2,9,4,0,2
Sankhuwasabha,10,60801.66174,0.090077675,1,2,30,41789.8108,3,2,1,3,1,2
Siraha,2,5990.082312,0.325456459,7,3,34,67959.0714,0,3,3,1,1,1
Panchthar,7,14691.28406,1.27863297,2,2,40,28187.63415,7,3,2,2,1,1
Bajhang,7,56417.2743,0.493313686,5,3,40,63630.69379,10,2,9,5,1,0
Lamjung,11,6837.421628,0.286425721,8,5,3,15638.28478,2,2,11,3,0,2
Salyan,7,24253.05327,0.029641624,7,3,19,1446.823685,11,3,6,2,1,1
Banke,3,67885.46145,0.669345547,8,3,42,1411.900103,12,3,11,3,1,0
Nawalparasi East (Nawalpur),7,19584.56432,2.585121423,10,3,16,24685.28812,11,3,6,5,1,0
Manang,1,5864.040757,1.456864492,6,5,45,4054.715242,9,3,5,0,1,1
Panchthar,10,35759.59207,0.758013084,7,4,9,943.9086144,14,3,4,3,0,1
Terhathum,1,6524.112413,0.066755298,9,3,36,9587.688229,2,3,4,3,1,2
Dhankuta,5,54796.00117,0.164220239,6,1,20,5667.293631,14,3,2,2,1,0
Myagdi,2,20682.26001,0.124103087,9,4,20,13306.41009,16,3,7,4,0,1
Mahottari,9,17476.17554,0.263532564,2,1,48,13750.02583,15,3,6,2,0,2
Solukhumbu,7,35470.11764,0.161133473,2,7,15,17162.03921,1,1,3,1,0,2
Kathmandu,4,28528.99436,0.16817721,2,5,32,12885.98376,0,2,12,2,0,1
Darchula,4,39037.5871,0.575409245,6,4,9,7192.764289,3,3,7,5,1,0
Palpa,2,43344.07119,0.230253864,2,7,43,359.2688144,16,1,9,4,1,1
Ramechhap,5,31523.3961,0.678364407,3,4,17,35322.15097,6,3,10,1,1,0
Kathmandu,4,16416.82224,1.772635121,8,7,32,5938.404835,4,3,1,5,1,1
Salyan,1,46688.13256,0.610459291,8,4,28,10613.27366,3,2,12,4,1,0
Salyan,8,23905.44291,0.835765874,4,3,30,12210.66943,4,2,11,1,0,1
Dolpa,3,21094.57641,0.835581653,9,1,23,5671.826549,7,2,12,2,1,1
Ramechhap,6,37282.56984,0.240916233,8,3,11,5532.96883,8,1,10,4,1,1
Sunsari,4,4141.401292,0.009042596,1,1,19,4534.049873,5,3,8,5,1,2
Bardiya,9,41254.01653,0.033972664,8,4,5,4182.883558,3,1,2,5,1,2
Arghakhanchi,7,38132.19206,0.198821777,1,3,7,463.0088932,4,3,1,4,0,2
Salyan,9,52949.11424,0.701826279,4,3,13,47520.81647,7,2,9,5,1,1
Ilam,10,26993.72577,1.423052679,10,3,4,13568.99233,12,3,2,5,1,2
Rukum West,3,56197.30451,1.913564906,6,2,35,1715.464073,3,1,7,0,1,1
Palpa,1,43474.28641,0.015713167,7,4,47,13445.79299,6,3,7,0,1,0
Rupandehi,5,34571.37321,2.768359819,10,6,37,3964.319806,0,2,1,3,1,1
Rukum West,3,64067.13481,0.233604972,4,1,2,5580.789756,8,1,10,0,1,1
Doti,6,36523.40369,1.110738427,8,6,35,24229.43969,4,3,1,4,1,0
Nawalparasi West (Parasi),8,26706.12276,0.119286793,8,7,21,32547.3249,9,3,7,3,1,1
Sunsari,11,36981.43989,0.038978052,9,2,7,18050.7893,10,1,6,2,0,1
Kaski,4,26376.49333,0.285232063,6,3,13,40452.53332,4,2,4,3,0,1
Sindhupalchok,5,40978.34689,1.175079822,4,1,6,35312.44966,3,3,3,5,1,0
Sankhuwasabha,5,56130.99651,0.149711702,2,2,3,12016.67024,15,3,5,1,1,0
Udayapur,4,34871.93548,0.100311287,7,2,18,35764.52015,1,2,5,3,0,1
Ilam,4,36442.23456,1.443464308,10,3,42,11811.80036,14,1,11,0,1,0
Mustang,4,47765.29911,1.671644694,3,3,46,1651.81073,8,1,3,2,1,1
Rasuwa,4,53995.84039,0.007576556,3,4,23,26531.36588,16,2,6,1,0,0
Solukhumbu,4,27757.83576,0.77992852,3,0,15,2109.677498,1,1,12,3,1,2
Dhanusa,5,37757.3761,0.221949679,4,2,5,5696.086188,5,2,3,2,1,1
Morang,2,47836.19692,0.28171844,2,3,43,7165.524857,0,3,4,0,0,0
Salyan,2,40279.2361,0.379912322,5,4,7,24698.21616,7,3,3,2,1,0
Sindhupalchok,9,5206.569028,0.333902898,3,1,24,1308.498428,10,2,12,2,0,2
Bhaktapur,2,50723.63136,0.434131403,10,1,31,8830.225526,14,3,12,1,1,0
Gulmi,6,43366.10104,0.523883742,5,3,24,8609.565032,8,1,6,4,1,1
Rasuwa,2,44503.17984,0.375961347,7,3,9,13089.85902,1,2,9,0,1,0
Jajarkot,5,15925.58836,0.725518941,9,3,42,6551.290073,6,2,3,1,1,2
Dolpa,4,37438.23896,0.760790426,2,4,40,12911.50995,16,2,1,1,0,1
Kathmandu,7,48493.52373,0.348276075,9,2,16,63917.62325,2,3,7,1,1,0
Siraha,7,20910.71032,0.092214675,10,4,45,1113.568088,3,2,12,4,1,2
Rupandehi,6,25071.2872,0.614056563,6,5,2,31147.10406,2,3,5,4,1,0
Surkhet,10,48767.66594,0.889568751,6,5,8,5536.189948,7,3,4,3,1,2
Dhading,5,24326.358,0.609848195,3,5,17,9402.42844,10,3,3,3,1,1
Rukum West,1,31663.85796,0.532118919,10,1,48,20270.71384,15,3,7,0,0,0
Baglung,3,18446.10145,0.156360845,9,1,29,36125.2626,13,1,2,5,1,2
Dailekh,9,64119.01708,0.621614157,4,1,4,136.7537492,1,1,11,0,1,2
Rupandehi,1,43329.96424,0.244651226,5,5,31,16279.17606,11,2,4,4,1,0
Manang,5,30913.68037,1.512137746,3,5,26,1081.341801,10,2,2,4,0,1
Kaski,2,27921.99695,0.63630471,5,5,20,11188.04936,15,2,10,4,0,1
Bhojpur,4,15346.16603,0.195587418,8,1,23,20780.02762,10,3,8,1,1,1
Dhankuta,11,33238.39854,0.384249629,8,2,37,2786.526902,2,1,3,4,1,2
Rasuwa,1,45640.9293,1.124750602,8,3,2,21645.19157,9,3,5,1,1,0
Gorkha,3,22042.97444,0.245199692,6,3,15,5555.912058,4,2,11,1,0,1
Dang,10,36688.65794,0.447221053,1,3,14,14145.34043,12,2,4,0,1,0
Surkhet,7,29121.89161,0.683042089,10,3,24,16095.96818,5,3,5,2,0,1
Dhankuta,10,57081.85487,0.842746707,6,1,7,15703.71223,2,1,4,3,1,2
Bardiya,3,24812.81978,0.114617985,10,2,40,280.7836041,8,3,8,3,0,1
Morang,4,47434.49399,0.499655661,7,1,3,2477.967266,6,1,6,0,1,1
Siraha,2,57304.36154,1.459615587,9,3,31,29090.25814,6,2,1,0,0,1
Gulmi,3,28965.91034,2.071995738,8,6,44,42161.78064,1,2,5,4,1,0
Dhankuta,9,25582.76084,0.640521208,8,4,34,12440.27404,7,3,1,4,1,2
Rolpa,3,49763.2371,2.468513043,7,5,29,13631.21486,0,3,12,4,0,0
Bajhang,11,6500.41737,0.507408849,2,3,38,21099.329,9,2,3,1,1,2
Chitwan,5,41889.51423,0.350688713,1,1,47,7815.798375,5,1,12,1,0,1
Terhathum,2,9794.851315,0.481224972,2,2,48,5962.818914,12,1,11,4,1,2
Bajura,4,54558.58664,0.073783754,6,5,29,21928.31301,0,2,6,1,1,0
Nawalparasi East (Nawalpur),7,30966.45849,0.308213752,2,7,16,430.4010522,0,3,9,0,1,0
Dailekh,7,33547.55055,0.367942132,10,5,18,32487.58342,11,2,3,4,1,1
Okhaldhunga,3,23412.01265,1.13280814,4,3,30,8721.471702,7,3,12,3,1,1
Kanchanpur,5,9676.683788,0.852900772,10,4,16,10524.60564,4,2,12,3,1,1
Bhaktapur,1,55253.767,0.551918142,3,2,1,15088.23342,2,1,12,5,0,1
Bhaktapur,10,32263.07987,0.255961677,6,3,36,4811.051087,5,3,4,1,0,1
Kathmandu,10,86340.29771,0.124240027,8,4,47,13646.71045,3,3,10,3,1,1
Palpa,10,22037.09115,0.256410231,6,1,28,17715.51603,14,3,1,4,1,2
Okhaldhunga,11,24652.89397,0.683293315,2,4,29,1882.282573,3,3,10,3,1,2
Panchthar,1,20644.09417,0.183131206,5,4,42,11024.25674,5,2,2,0,1,2
Khotang,5,32181.43105,0.334003106,6,1,21,5994.187087,9,2,7,1,1,0
Banke,10,60203.48652,0.293409356,9,0,37,12224.90013,12,3,8,3,1,1
Pyuthan,9,51162.19739,0.870410299,6,2,10,322.8642261,6,2,1,1,0,2
Saptari,1,10927.13866,1.29139866,10,3,32,20361.54325,7,3,9,0,1,1
Chitwan,1,54265.92121,0.721126913,5,4,18,2766.137096,5,3,6,3,1,0
Kathmandu,4,45924.66058,0.250767638,1,3,2,17538.11019,1,3,1,5,1,1
Dolakha,4,42702.20523,0.340624968,10,3,39,21968.04965,7,3,4,4,1,0
Dhanusa,2,24052.14666,0.092835615,5,2,21,20951.95941,9,3,4,2,1,1
Dailekh,9,25241.43522,0.110423982,5,3,17,25515.24875,16,2,7,3,1,2
Achham,9,37193.07573,0.107686013,6,4,44,5517.016688,11,3,1,0,1,1
Bardiya,2,26149.39741,0.083961761,7,6,29,51220.24295,10,1,10,5,1,1
Nuwakot,9,56002.11175,0.118764223,4,3,0,361.5962093,16,3,9,5,1,2
Rasuwa,6,25464.70918,0.135905678,7,5,19,9843.555177,15,3,1,2,1,1
Ilam,8,3851.770035,0.071166039,5,3,48,4726.517213,9,3,10,5,0,2
Nawalparasi East (Nawalpur),10,14176.68891,0.613425442,6,3,4,20199.20918,2,3,3,3,1,2
Jhapa,4,15192.58603,2.787691227,4,2,11,24538.52145,3,3,1,1,1,1
Rukum West,2,30786.43082,1.268105562,8,3,10,25922.69062,8,1,1,0,0,0
Bajura,2,38457.05654,0.028005157,9,2,23,5283.92877,16,3,4,3,1,1
Dadeldhura,9,35860.80699,0.330008964,2,2,17,4805.982882,3,1,2,0,0,2
Kathmandu,1,42374.54396,1.176720305,4,5,7,16948.55946,16,3,9,4,0,0
Dolpa,7,30963.51962,0.086789946,8,4,28,39504.79595,2,3,1,2,0,1
Arghakhanchi,11,31529.48808,1.12892575,8,0,21,4399.572068,3,3,3,2,1,1
Rupandehi,3,63029.75959,0.538924098,9,2,44,36219.46852,8,3,2,4,1,1
Rukum East,3,54285.72114,1.606791007,3,4,1,13427.5329,5,3,1,2,1,0
Salyan,2,41532.80771,1.25267352,1,5,22,20087.61369,6,2,11,2,1,0
Jajarkot,10,49666.72761,0.678125533,9,2,15,8694.386766,15,3,9,5,1,1
Bardiya,6,4180.557352,0.643455683,1,2,43,24664.88369,14,2,5,4,1,2
Rupandehi,10,21839.3821,0.143841417,3,4,7,52846.86182,15,3,11,1,1,0
Makwanpur,2,28084.74378,0.074490211,3,3,3,2805.352067,13,2,6,5,1,1
Nawalparasi West (Parasi),10,22027.74461,0.322089713,9,4,13,7305.645889,3,3,8,2,1,1
Nuwakot,4,10268.20306,0.123904648,1,2,8,29757.24165,1,2,7,1,1,1
Khotang,10,41728.70084,0.064829622,7,4,10,2916.025285,6,2,7,0,1,2
Rukum East,9,57171.96415,0.216002631,2,2,47,7990.022763,6,3,9,0,1,1
Salyan,9,34795.04443,1.181771151,7,0,37,2724.898611,5,3,3,2,0,2
Gorkha,6,45370.91273,0.010378132,1,3,43,15677.56261,8,3,10,0,0,1
Pyuthan,4,34319.45674,0.207727363,10,3,15,4083.414689,16,3,8,4,1,0
Lamjung,7,27933.77905,0.331042933,10,5,12,7189.955354,10,2,6,2,1,1
Dhading,1,49707.14494,0.428707991,8,6,35,10133.5483,15,2,8,4,1,0
Saptari,4,12148.94495,0.120225949,10,2,43,5288.72596,0,2,4,1,0,2
Jumla,5,5185.556065,1.998223072,10,10,35,17086.87108,15,2,1,3,1,2
Ramechhap,8,11923.20285,0.518892559,2,3,16,1769.080258,16,2,11,3,0,2
Nawalparasi West (Parasi),2,48657.40765,0.443025506,3,1,13,31779.06928,5,3,3,5,1,1
Baitadi,5,36395.37771,0.005317043,8,5,28,9847.613949,10,2,10,2,0,1
Bhojpur,6,41024.60767,0.398987058,3,3,16,12758.04116,6,2,3,4,1,1
Lamjung,5,61830.7679,1.090876714,1,2,0,14598.06307,15,3,1,3,1,0
Kalikot,9,16386.56521,0.148803449,9,2,19,923.0582065,1,2,5,2,1,2
Kalikot,10,54266.72591,0.259585465,8,6,32,21219.8369,12,2,12,5,1,1
Doti,1,28658.80937,0.012471603,4,1,1,43765.42557,12,1,6,3,0,2
Nawalparasi West (Parasi),3,26226.226,2.261468678,8,2,16,11006.66176,14,3,9,5,0,0
Sunsari,2,36299.52604,0.041386164,5,5,22,7435.82175,14,2,8,3,1,1
Solukhumbu,3,38803.78009,1.37097162,3,2,21,23042.52251,8,3,4,0,1,0
Bhojpur,10,31631.32577,0.225241862,1,4,0,19113.40555,13,3,6,2,1,0
Terhathum,9,44765.02882,0.531393489,10,3,11,15789.21012,13,2,3,5,0,2
Palpa,9,36363.88923,0.682378578,5,3,12,50437.47994,3,2,1,5,1,2
Gorkha,10,31810.69413,0.091072502,6,3,13,13076.01497,13,3,9,3,1,1
Pyuthan,2,28339.45383,0.351932583,4,1,9,4282.781091,9,3,8,5,1,1
Jhapa,3,38813.54345,0.236240007,7,1,11,376.1682889,10,2,6,2,0,0
Kathmandu,4,13293.47476,0.034960513,3,4,21,9062.272426,0,2,3,0,1,2
Darchula,9,17808.57872,1.074553048,7,4,17,15847.24491,13,2,11,2,1,1
Parbat,3,29120.79889,0.027731769,1,2,38,2833.652706,7,2,5,0,1,1
Siraha,7,43718.00096,0.635504505,7,4,18,391.52154,5,3,9,3,0,1
Dadeldhura,3,69285.60198,0.226194271,1,2,29,35968.18921,10,3,7,5,1,0
Kapilvastu,7,32450.78983,0.128011975,1,2,14,5391.912912,13,1,2,5,1,2
Banke,7,6612.299339,0.659922741,2,3,38,9411.780273,6,3,6,3,1,2
Humla,9,22356.03985,0.512747382,2,3,13,1432.323052,6,2,9,3,0,2
Dailekh,2,45542.26959,0.227226365,4,2,8,7209.619466,9,3,11,0,1,0
Kalikot,6,19475.48626,0.431646336,1,2,4,8268.811868,8,3,11,1,1,1
Jhapa,9,14108.07587,0.169606451,4,2,32,34956.21185,16,1,10,0,1,2
Mahottari,2,45458.70243,1.195722577,2,1,47,30088.12476,12,1,1,0,1,1
Sarlahi,2,42438.08097,0.225968111,4,2,4,3142.346128,3,2,12,5,1,0
Dang,5,11439.34812,0.168744143,4,3,23,12181.06315,6,3,5,4,1,1
Nuwakot,10,20680.10647,0.836193743,9,1,7,19709.48293,7,3,9,3,0,2
Bhojpur,10,54914.72283,0.010649445,9,3,18,5176.50214,15,2,12,3,1,1
Okhaldhunga,10,48645.50832,0.187194476,1,1,11,7523.850645,11,3,3,4,1,2
Bhaktapur,8,15842.05575,0.282381709,5,1,7,62877.33135,0,3,3,5,1,2
Dailekh,11,3177.770321,1.28345359,7,3,7,21390.01315,5,1,12,1,1,2
Dhanusa,9,39296.28665,1.802764556,4,4,37,8621.932939,0,2,12,2,1,1
Gulmi,2,30262.91208,0.756279264,5,7,19,11456.17485,7,3,10,3,0,0
Kailali,5,37907.87035,0.406992716,2,2,28,14743.76568,11,2,9,3,1,0
Manang,7,45154.5911,0.614027559,3,3,40,10362.46463,15,3,3,0,1,0
Terhathum,6,19699.68932,0.32066237,7,2,33,7955.735038,0,3,11,1,1,1
Sunsari,6,28085.67157,0.21299938,10,4,17,6679.073109,3,1,9,1,0,1
Terhathum,7,20615.06362,1.805753521,7,1,0,2776.550752,7,3,12,5,1,1
Dolpa,3,21188.23947,0.073565201,4,3,10,54527.87771,5,1,10,1,0,1
Gulmi,3,44036.14709,0.255149937,1,6,46,1437.96462,12,3,3,1,1,1
Tanahun,10,37305.0973,1.376109565,1,1,43,13782.74977,2,2,8,4,1,1
Dailekh,9,9992.931678,0.77054909,4,4,34,48134.7901,14,3,10,0,1,2
Palpa,8,46601.65827,0.017719978,4,3,31,7048.413338,5,3,12,5,1,2
Panchthar,5,29398.87881,0.014022391,6,3,41,4363.736422,5,2,9,4,0,2
Kaski,6,47338.64651,0.436037844,7,2,15,46691.73935,4,2,3,4,0,1
Doti,11,18764.19126,0.397283432,9,3,5,24272.5892,9,3,1,2,0,2
Myagdi,10,20188.9917,0.351104909,9,4,8,15964.25146,8,3,9,0,1,1
